name,ra_hours,dec_deg,mag,con
Zeta Sct,18.394329,-8.934383,4.66,Sct
15 Vul,20.018346,27.753573,4.66,Vul
Phi Psc,1.229152,24.583713,4.67,Psc
34 Per,3.489456,49.508948,4.67,Per
52 Per,4.248143,40.483671,4.67,Per
Sigma-2 Tau,4.654583,15.917977,4.67,Tau
Theta Lep,6.10259,-14.935254,4.67,Lep
Tegmine,8.203535,17.647771,4.67,Cnc
Tau UMa,9.181941,63.513633,4.67,UMa
93 Her,18.000949,16.750919,4.67,Her
Gamma Sct,18.486626,-14.565813,4.67,Sct
Epsilon-1 Lyr,18.738984,39.670123,4.67,Lyr
Alsafi,19.539149,69.661175,4.67,Dra
Gamma Mic,21.021517,-32.257767,4.67,Mic
Chi Cas,1.565528,59.23204,4.68,Cas
Eta-2 Hyi,1.915572,-67.647303,4.68,Hyi
Nu For,2.074844,-29.296819,4.68,For
Pi Per,2.979352,39.662728,4.68,Per
HIP 43878,8.938686,-52.723475,4.68,Vel
HIP 47310,9.640913,4.649293,4.68,Hya
Pi Leo,10.003557,8.044223,4.68,Leo
37 LMi,10.645337,31.976237,4.68,LMi
74 Vir,13.532746,-6.255816,4.68,Vir
24 CVn,13.57425,49.015973,4.68,CVn
Delta-1 Aps,16.339119,-78.695745,4.68,Aps
Phi Cyg,19.656279,30.153321,4.68,Cyg
Bunda,21.629197,-7.854201,4.68,Aqr
66 Aqr,22.726454,-18.830375,4.68,Aqr
Pi Tau,4.443437,14.713782,4.69,Tau
Lambda Aur,5.318995,40.099051,4.69,Aur
HIP 37173,7.638346,-25.364804,4.69,Pup
HIP 38089,7.805608,-47.077722,4.69,Pup
28 Mon,8.020371,-1.392608,4.69,Mon
HIP 52102,10.645834,-59.182997,4.69,Car
Iota Cru,12.76055,-60.981318,4.69,Cru
Azelfafage,21.701573,51.189622,4.69,Cyg
Epsilon Ind,22.055486,-56.785977,4.69,Ind
Iota Phe,23.584599,-42.615075,4.69,Phe
HIP 24927,5.340811,-21.239763,4.7,Lep
Theta Crt,11.611365,-9.802247,4.7,Crt
Omicron Hya,11.670221,-34.74466,4.7,Hya
Zeta-1 Sco,16.899924,-42.362025,4.7,Sco
Delta Sct,18.704563,-9.052549,4.7,Sct
Terebellum,19.930651,-26.299506,4.7,Sgr
Gamma Equ,21.172361,10.131579,4.7,Equ
HIP 113116,22.906789,84.346177,4.7,Cep
101 Aqr,23.554618,-20.914504,4.7,Aqr
Lambda Cet,2.99525,8.907365,4.71,Cet
Kappa Ret,3.489558,-62.937527,4.71,Ret
Omicron-1 Ori,4.875545,14.250642,4.71,Ori
Zeta Dor,5.091853,-57.472704,4.71,Dor
31 Ori,5.49555,-1.092239,4.71,Ori
Chi Aur,5.545465,32.192022,4.71,Aur
Theta Pyx,9.35822,-25.965439,4.71,Pyx
Lambda Pyx,9.386739,-28.833873,4.71,Pyx
Zeta Crt,11.746049,-18.350674,4.71,Crt
HIP 63945,13.104642,-48.463289,4.71,Cen
HIP 68191,13.960809,-63.686696,4.71,Cen
Libertas,19.904134,8.461453,4.71,Aql
Epsilon Mic,21.298966,-32.172539,4.71,Mic
89 Aqr,23.165249,-22.457611,4.71,Aqr
Psi Cas,1.432208,68.130012,4.72,Cas
22 Ori,5.362708,-0.382465,4.72,Ori
Upsilon Aur,5.850675,37.305573,4.72,Aur
Delta Pic,6.171642,-54.968645,4.72,Pic
19 Pup,8.187863,-12.926999,4.72,Pup
HIP 46371,9.45511,-22.343783,4.72,Hya
30 LMi,10.431895,33.79612,4.72,LMi
HIP 51438,10.505581,-71.992793,4.72,Car
HIP 51658,10.553865,40.42556,4.72,UMa
Theta-2 Cru,12.072008,-63.165711,4.72,Cru
11 Com,12.345286,17.792868,4.72,Com
20 CVn,13.292379,40.572608,4.72,CVn
Upsilon Her,16.046634,46.036705,4.72,Her
41 Oph,17.276857,-0.445297,4.72,Oph
Kappa Cap,21.710973,-18.866323,4.72,Cap
65 And,2.42706,50.278631,4.73,And
38 Gem,6.910732,13.177827,4.73,Gem
HIP 40096,8.190526,-42.987278,4.73,Pup
61 Leo,11.030465,-2.484585,4.73,Leo
Delta Nor,16.108176,-45.173185,4.73,Nor
Tau CrB,16.149529,36.490944,4.73,CrB
Mu Aqr,20.877565,-8.983318,4.73,Aqr
Lambda Cas,0.529539,54.522289,4.74,Cas
Upsilon Psc,1.324443,27.264059,4.74,Psc
Sigma Cet,2.534786,-15.244677,4.74,Cet
HIP 12413,2.663326,-42.89167,4.74,Eri
HIP 15520,3.333129,65.652292,4.74,Cam
17 Eri,3.510294,-5.075145,4.74,Eri
HIP 39903,8.150213,-61.302429,4.74,Car
HIP 42624,8.686982,-47.317125,4.74,Vel
Rho UMa,9.04242,67.629619,4.74,UMa
61 Vir,13.306763,-18.311196,4.74,Vir
HIP 69191,14.165242,-53.438946,4.74,Cen
Rho Ser,15.85442,20.977919,4.74,Ser
4 Sgr,17.996543,-23.816133,4.74,Sgr
Zeta CrA,19.051907,-42.095105,4.74,CrA
8 Cyg,19.529534,34.452968,4.74,Cyg
59 Cyg,20.997098,47.520951,4.74,Cyg
Omicron Aqr,22.055234,-2.155363,4.74,Aqr
HIP 116602,23.630827,-45.492351,4.74,Phe
HIP 35020,7.243928,-48.271927,4.75,Pup
Mu Mus,11.80403,-66.81491,4.75,Mus
4 Cen,13.886817,-31.927612,4.75,Cen
Iota Boo,14.269439,51.367231,4.75,Boo
Kappa Lib,15.699111,-19.678828,4.75,Lib
Psi-2 Lup,15.711395,-34.710407,4.75,Lup
Phi-1 Pav,20.593003,-60.581749,4.75,Pav
Omicron Cep,23.3104,68.111445,4.75,Cep
Lambda-1 Phe,0.523594,-48.803514,4.76,Phe
Nu Hyi,2.841255,-75.066947,4.76,Hyi
Angetenar,2.850645,-21.004019,4.76,Eri
56 Ori,5.874011,1.855134,4.76,Ori
HIP 29997,6.314105,69.319787,4.76,Cam
HIP 38901,7.961141,-30.33457,4.76,Pup
HIP 47522,9.688058,-23.591514,4.76,Hya
HIP 52370,10.703926,-64.466426,4.76,Car
55 UMa,11.318864,38.185557,4.76,UMa
5 CVn,12.400414,51.562257,4.76,CVn
36 Com,12.982068,17.409446,4.76,Com
69 Vir,13.457546,-15.973578,4.76,Vir
HIP 67665,13.863188,34.44424,4.76,CVn
HIP 70264,14.376971,-58.459117,4.76,Cen
Zeta Aps,17.366531,-67.770668,4.76,Aps
Lambda Ara,17.673276,-49.415587,4.76,Ara
1 Vul,19.270289,21.390428,4.76,Vul
9 Cep,21.632007,62.08194,4.76,Cep
56 Peg,23.118539,25.468259,4.76,Peg
Phi-1 Cet,0.7365,-10.60955,4.77,Cet
HIP 14382,3.092338,56.705719,4.77,Per
49 Ori,5.648079,-7.212829,4.77,Ori
17 Mon,6.788842,8.037254,4.77,Mon
26 Hya,9.329551,-11.974853,4.77,Hya
87 Leo,11.505248,-3.003501,4.77,Leo
Psi Vir,12.905879,-9.538994,4.77,Vir
Omega Dra,17.615859,68.75797,4.77,Dra
Tau Oph,18.051367,-8.180349,4.77,Oph
45 Dra,18.542923,57.045599,4.77,Dra
HIP 98761,20.059291,-37.940699,4.77,Sgr
34 Cyg,20.296445,38.03293,4.77,Cyg
Alshat,20.344393,-12.75908,4.77,Cap
Rho Cap,20.481004,-17.813687,4.77,Cap
HIP 112519,22.791378,83.15383,4.77,Cep
Theta Oct,0.026616,-77.065724,4.78,Oct
20 Cet,0.883471,-1.14426,4.78,Cet
58 And,2.141454,37.859077,4.78,And
HIP 17587,3.767314,63.345047,4.78,Cam
HIP 21029,4.509342,16.194014,4.78,Tau
64 Eri,4.998816,-12.537416,4.78,Eri
HIP 26199,5.584078,-6.002027,4.78,Ori
27 Lyn,8.140963,51.50667,4.78,Lyn
HIP 40274,8.224866,-35.899518,4.78,Pup
Theta Ant,9.736694,-27.769471,4.78,Ant
40 Leo,10.328938,19.470914,4.78,Leo
12 Com,12.375087,25.84616,4.78,Com
Sigma Vir,13.293412,5.469869,4.78,Vir
HIP 70104,14.345159,-45.18706,4.78,Lup
51 Hya,14.384942,-27.754017,4.78,Hya
51 Oph,17.523598,-23.962643,4.78,Oph
Iota-2 Sco,17.83642,-40.090435,4.78,Sco
HIP 92024,18.757465,-64.871259,4.78,Pav
32 Peg,22.355372,28.330529,4.78,Peg
35 Peg,22.464312,4.695664,4.78,Peg
Chi Peg,0.243378,20.206702,4.79,Peg
Lambda Ari,1.965478,23.596061,4.79,Ari
2 Aur,4.877218,36.703187,4.79,Aur
HIP 41039,8.375471,-48.490381,4.79,Vel
HIP 45856,9.349117,-62.404632,4.79,Car
Eta Mus,13.25416,-67.894589,4.79,Mus
Kappa CrB,15.85387,35.657382,4.79,CrB
22 Sco,16.503466,-25.115224,4.79,Sco
HIP 87220,17.819577,-31.703203,4.79,Sco
66 Oph,18.004388,4.368615,4.79,Oph
HIP 99824,20.254415,25.591957,4.79,Vul
24 Cep,22.163441,72.341207,4.79,Cep
Mu-1 Gru,22.260253,-41.3467,4.79,Gru
Xi Cas,0.701081,50.512526,4.8,Cas
HIP 4151,0.884511,61.12397,4.8,Cas
Zibal,3.263896,-8.81973,4.8,Eri
53 Per,4.359211,46.498878,4.8,Per
Delta-2 Tau,4.401599,17.44413,4.8,Tau
Psi Eri,5.023985,-7.173965,4.8,Eri
Psi-2 Aur,6.655507,42.488877,4.8,Aur
Sigma-2 UMa,9.173204,67.134018,4.8,UMa
18 UMa,9.269808,54.021857,4.8,UMa
27 Hya,9.341394,-9.555695,4.8,Hya
HIP 52502,10.735258,-63.961072,4.8,Car
23 Com,12.580857,22.629259,4.8,Com
41 Com,13.119646,27.624741,4.8,Com
4 UMi,14.147498,77.547514,4.8,UMi
HIP 69879,14.29995,35.509505,4.8,Boo
34 Boo,14.723712,26.52785,4.8,Boo
Omega Boo,15.035141,25.008138,4.8,Boo
HIP 79881,16.304973,-28.61402,4.8,Sco
68 Her,17.288769,33.1001,4.8,Her
30 Cyg,20.22168,46.815675,4.8,Cyg
57 Cyg,20.887431,44.38726,4.8,Cyg
Theta-1 Mic,21.346008,-40.809465,4.8,Mic
Pi Aqr,22.421284,1.377401,4.8,Aqr
Omicron Peg,22.695947,29.307641,4.8,Peg
Alula Australis B,11.303118,31.528783,4.8,UMa
15 Ori,5.161654,15.597232,4.81,Ori
Theta Dor,5.229288,-67.185255,4.81,Dor
Omicron Col,5.291411,-34.895207,4.81,Col
139 Tau,5.966571,25.953912,4.81,Tau
HIP 39138,8.005547,-63.567456,4.81,Car
HIP 47029,9.584399,39.621493,4.81,Lyn
Epsilon Crt,11.410164,-10.859323,4.81,Crt
Elgafar,14.470038,-2.227957,4.81,Vir
21 Sgr,18.422511,-20.541679,4.81,Sgr
29 Vul,20.642038,21.201174,4.81,Vul
55 Cyg,20.815637,46.114134,4.81,Cyg
HIP 9095,1.952792,-47.385277,4.82,Phe
Mu Aur,5.223811,38.484498,4.82,Aur
HIP 31827,6.654644,-14.145764,4.82,CMa
15 CMa,6.892474,-20.224254,4.82,CMa
HIP 36773,7.563323,-14.523892,4.82,Pup
HIP 50799,10.372108,-41.64996,4.82,Vel
36 UMa,10.510461,55.980536,4.82,UMa
HIP 60710,12.442158,-51.450635,4.82,Cen
25 CVn,13.624345,36.294898,4.82,CVn
12 Boo,14.173315,25.091677,4.82,Boo
Pi Ser,16.038248,22.804454,4.82,Ser
Sigma Ser,16.367875,1.029039,4.82,Ser
52 Her,16.820615,45.983323,4.82,Her
30 Oph,17.017667,-4.222644,4.82,Oph
Fafnir,18.433069,65.56348,4.82,Dra
Upsilon Dra,18.90661,71.297192,4.82,Dra
Eta Cap,21.073417,-19.854991,4.82,Cap
31 Peg,22.358632,12.205186,4.82,Peg
Sigma Aqr,22.510782,-10.67795,4.82,Aqr
8 And,23.295732,49.0153,4.82,And
104 Aqr,23.696057,-17.816533,4.82,Aqr
Upsilon-1 Cas,0.916715,58.972698,4.83,Cas
Omega And,1.460915,45.406687,4.83,And
Epsilon Cet,2.659398,-11.872156,4.83,Cet
Zeta Hyi,2.759048,-67.616617,4.83,Hyi
HIP 34495,7.147519,-39.655657,4.83,Pup
HIP 35210,7.276898,-23.315594,4.83,CMa
HIP 40945,8.356397,-33.054366,4.83,Pup
HIP 42726,8.707054,-53.113984,4.83,Vel
Xi-1 Cen,13.059256,-49.527264,4.83,Cen
44 Boo,15.063174,47.65406,4.83,Boo
HIP 74449,15.213776,-44.500414,4.83,Lup
30 Her,16.477373,41.881677,4.83,Her
HIP 83574,17.080376,-34.12293,4.83,Sco
HIP 92088,18.767911,26.66213,4.83,Lyr
Eta Sct,18.951019,-5.846314,4.83,Sct
Epsilon CrA,18.978721,-37.107357,4.83,CrA
Mu Psc,1.503087,6.14382,4.84,Psc
60 And,2.220369,44.231652,4.84,And
Delta Tri,2.284191,34.224231,4.84,Tri
Kappa-1 Cet,3.322693,3.370198,4.84,Cet
47 Tau,4.232329,9.263824,4.84,Tau
126 Tau,5.688255,16.534148,4.84,Tau
HIP 37297,7.657595,-38.308021,4.84,Pup
HIP 42134,8.5888,-58.009228,4.84,Car
58 Leo,11.009347,3.617494,4.84,Leo
Xi Vir,11.754733,8.258119,4.84,Vir
20 Boo,14.329233,16.306948,4.84,Boo
29 Her,16.543415,11.488041,4.84,Her
18 Dra,16.681978,64.589046,4.84,Dra
HIP 82020,16.754946,56.781857,4.84,Dra
60 Sgr,19.982555,-26.195767,4.84,Sgr
Rho Gru,22.724993,-41.414347,4.84,Gru
Eta Gru,22.760519,-53.500121,4.84,Gru
1 Cas,23.110226,59.41976,4.84,Cas
Graffias,16.072774,-11.374611,4.84,Sco
HIP 14862,3.198957,74.393659,4.85,Cas
HIP 15416,3.312174,34.222653,4.85,Per
HIP 36431,7.497615,-23.024287,4.85,Pup
HIP 49712,10.148957,-51.811261,4.85,Vel
HIP 64408,13.200901,-37.803022,4.85,Cen
Epsilon Cir,15.294136,-63.610465,4.85,Cir
HIP 87846,17.946507,-44.342246,4.85,Sco
74 Oph,18.347795,3.377165,4.85,Oph
Lambda Tel,18.974378,-52.938629,4.85,Tel
Eta Scl,0.465472,-33.007167,4.86,Scl
15 Eri,3.30614,-22.511118,4.86,Eri
12 Lyn,6.770595,59.44167,4.86,Lyn
Zeta Pyx,8.661799,-29.561084,4.86,Pyx
HIP 51808,10.584878,75.712948,4.86,Dra
HIP 64820,13.286952,-66.783438,4.86,Mus
HIP 70327,14.389638,8.446617,4.86,Boo
31 Boo,14.694097,8.161764,4.86,Boo
Xi CrB,16.368287,30.891996,4.86,CrB
Mu Nor,16.568061,-44.045315,4.86,Nor
42 Her,16.645794,48.928342,4.86,Her
Nu-2 Dra,17.537767,55.172958,4.86,Dra
58 Oph,17.723833,-21.683194,4.86,Oph
HIP 91918,18.738711,-35.641987,4.86,Sgr
Ainalrami,18.902827,-22.744834,4.86,Sgr
Psi Sgr,19.259007,-25.256682,4.86,Sgr
Rho Pav,20.626465,-61.529918,4.86,Pav
Nu Peg,22.094653,5.05853,4.86,Peg
Adhil,1.372337,45.528778,4.87,And
Nu Cet,2.597909,5.593246,4.87,Cet
Zeta Ari,3.24836,21.044441,4.87,Ari
39 Eri,4.239914,-10.256283,4.87,Eri
HIP 34899,7.220377,-45.182739,4.87,Pup
9 Hya,8.695371,-15.943384,4.87,Hya
Delta Pyx,8.925434,-27.681871,4.87,Pyx
HIP 48559,9.903425,-25.932345,4.87,Hya
HIP 51979,10.620481,-27.412634,4.87,Hya
HIP 52736,10.780898,-64.383474,4.87,Car
56 Sgr,19.772707,-19.761113,4.87,Sgr
72 Cyg,21.579596,38.534054,4.87,Cyg
Rho Cet,2.432501,-12.29048,4.88,Cet
114 Tau,5.460579,21.936965,4.88,Tau
132 Tau,5.816935,24.567535,4.88,Tau
Lambda Col,5.885245,-33.801361,4.88,Col
29 CMa,7.311216,-24.558701,4.88,CMa
Epsilon Cha,11.993796,-78.221839,4.88,Cha
Rho Vir,12.698071,10.235625,4.88,Vir
37 Com,13.004576,30.785021,4.88,Com
19 Dra,16.93375,65.134796,4.88,Dra
HIP 87936,17.963279,-41.716295,4.88,Sco
Epsilon Sct,18.725348,-8.275215,4.88,Sct
43 Sgr,19.293911,-18.952908,4.88,Sgr
Iota Tel,19.586942,-48.099202,4.88,Tel
Tau Cas,23.784284,58.651989,4.88,Cas
27 Psc,23.977883,-3.555983,4.88,Psc
Sigma Cas,23.983482,55.754928,4.88,Cas
6 Cet,0.187739,-15.467977,4.89,Cet
HIP 22453,4.831846,37.488275,4.89,Per
Psi-1 Ori,5.412452,1.846445,4.89,Ori
134 Tau,5.825814,12.651324,4.89,Tau
Jishui,7.65276,34.584346,4.89,Gem
81 Gem,7.768736,18.510043,4.89,Gem
HIP 51523,10.522775,-53.715484,4.89,Vel
HIP 52009,10.625909,-13.384543,4.89,Hya
HIP 57443,11.775376,-40.500354,4.89,Cen
HIP 57851,11.864237,-65.20591,4.89,Mus
35 Com,12.888263,21.244943,4.89,Com
Eta Aps,14.303877,-81.00776,4.89,Aps
60 Her,17.089636,12.740828,4.89,Her
Nu-1 Dra,17.536251,55.184243,4.89,Dra
15 Cyg,19.737943,37.354355,4.89,Cyg
Alpha Mic,20.8328,-33.779722,4.89,Mic
10 Lac,22.654355,39.050269,4.89,Lac
HIP 115990,23.500536,58.54892,4.89,Cas
Nu Cas,0.813892,50.968168,4.9,Cas
46 Cet,1.427009,-14.598796,4.9,Cet
51 Ori,5.707953,1.474629,4.9,Ori
16 Lyn,6.960309,45.094094,4.9,Lyn
HIP 62683,12.844769,-33.999302,4.9,Cen
HIP 64583,13.237578,-59.103235,4.9,Cen
HIP 78655,16.05672,-38.602541,4.9,Lup
Acrab B,16.09071,-19.80186,4.9,Sco
Zeta TrA,16.474422,-70.084401,4.9,TrA
12 Vul,19.851141,22.610046,4.9,Vul
Zeta Ind,20.824709,-46.226826,4.9,Ind
12 Per,2.704144,40.193944,4.91,Per
45 Eri,4.531296,-0.044011,4.91,Eri
HIP 23362,5.023772,-20.051918,4.91,Lep
104 Tau,5.124164,18.645052,4.91,Tau
HIP 30093,6.333222,-2.944493,4.91,Ori
20 Mon,7.170467,-4.237106,4.91,Mon
63 Aur,7.194255,39.320549,4.91,Aur
Phi-3 Hya,10.643043,-16.876572,4.91,Hya
HIP 61966,12.699051,-59.685819,4.91,Cru
HIP 66257,13.579943,37.182415,4.91,CVn
Delta Lib,15.016208,-8.518943,4.91,Lib
1 Lup,15.2437,-31.519121,4.91,Lup
HIP 81724,16.692884,-17.742167,4.91,Oph
Mu Dra,17.088929,54.470042,4.91,Dra
Psi Cyg,19.927167,52.438948,4.91,Cyg
69 Aql,20.494167,-2.885531,4.91,Aql
70 Aql,20.61212,-2.549957,4.91,Aql
Nu Tuc,22.55001,-61.982122,4.91,Tuc
Rho Peg,22.920464,8.816166,4.91,Peg
56 Cet,1.944499,-22.526785,4.92,Cet
3 Mon,6.030673,-10.59793,4.92,Mon
17 Lep,6.083091,-16.484435,4.92,Lep
Psi-1 Aur,6.414973,49.287893,4.92,Aur
HIP 34059,7.064896,-49.58392,4.92,Pup
HIP 36547,7.517911,82.411466,4.92,Cam
HIP 45439,9.2602,-38.569942,4.92,Vel
Chi-1 Hya,11.088867,-27.293612,4.92,Hya
14 Com,12.440018,27.268237,4.92,Com
78 Vir,13.56887,3.658967,4.92,Vir
6 Boo,13.828564,21.264105,4.92,Boo
HIP 72104,14.749778,-35.191826,4.92,Cen
Epsilon Lib,15.403303,-10.322266,4.92,Lib
HIP 88726,18.113858,-43.425216,4.92,CrA
106 Her,18.338309,21.961297,4.92,Her
Delta-1 Tel,18.529287,-45.914814,4.92,Tel
HIP 92689,18.887096,50.708221,4.92,Dra
30 Vul,20.747919,25.270617,4.92,Vul
Delta Hor,4.180708,-41.993573,4.93,Hor
Omega-2 Tau,4.287684,20.578591,4.93,Tau
54 Per,4.340178,34.566725,4.93,Per
Omega Aur,4.987612,37.890245,4.93,Aur
HIP 36942,7.594365,-52.533836,4.93,Car
24 Lyn,7.716788,58.71036,4.93,Lyn
27 Mon,7.995598,-3.679583,4.93,Mon
HIP 43937,8.949562,-59.229338,4.93,Car
HIP 47592,9.704011,-23.915569,4.93,Hya
HIP 56280,11.53789,-29.261022,4.93,Hya
HIP 56986,11.681568,-62.090101,4.93,Cen
7 Com,12.272372,23.945409,4.93,Com
31 Com,12.861645,27.540712,4.93,Com
78 UMa,13.012125,56.366338,4.93,UMa
HIP 69269,14.18069,-16.30203,4.93,Vir
11 Lib,14.850298,-2.29915,4.93,Lib
45 Boo,15.121682,24.869195,4.93,Boo
Psi Sco,16.199997,-10.064253,4.93,Sco
Kappa Aql,19.614847,-7.027477,4.93,Aql
Xi Tel,20.1231,-52.880793,4.93,Tel
28 Cyg,20.157116,36.839621,4.93,Cyg
29 Cyg,20.242229,36.806302,4.93,Cyg
HIP 102571,20.786319,34.374123,4.93,Cyg
Chi Aqr,23.280817,-7.726504,4.93,Aqr
78 Peg,23.733189,29.361454,4.93,Peg
6 Tri,2.206191,30.303067,4.94,Tri
24 Per,2.984356,35.183128,4.94,Per
HIP 33357,6.937775,-48.721144,4.94,Pup
HIP 35727,7.370425,-19.0166,4.94,CMa
Chi Gem,8.058634,27.794332,4.94,Gem
HIP 43347,8.8299,-45.307875,4.94,Vel
Felis,9.914503,-19.00936,4.94,Hya
HIP 50933,10.402182,65.566423,4.94,UMa
HIP 51495,10.517242,-73.22149,4.94,Car
Psi Hya,13.150909,-23.11807,4.94,Hya
HIP 64540,13.228597,40.152885,4.94,CVn
15 Dra,16.4664,68.768137,4.94,Dra
Lambda Lyr,19.000229,32.145514,4.94,Lyr
Rho Aql,20.237949,15.197609,4.94,Aql
Omega-1 Cyg,20.500983,48.951569,4.94,Cyg
Tau PsA,22.169093,-32.548407,4.94,PsA
Pi Cas,0.724466,47.024546,4.95,Cas
Phi Cas,1.334699,58.231611,4.95,Cas
HIP 18505,3.957067,63.072264,4.95,Cam
HIP 26736,5.680754,-1.128787,4.95,Ori
69 Ori,6.200911,16.130406,4.95,Ori
Tau Leo,11.465622,2.856265,4.95,Leo
6 Dra,12.578902,70.02177,4.95,Dra
48 Lib,15.969825,-14.279358,4.95,Lib
Kappa Nor,16.224648,-54.630467,4.95,Nor
Eta UMi,16.291791,75.75533,4.95,UMi
22 Cyg,19.931045,38.486705,4.95,Cyg
HIP 98608,20.029093,-59.375893,4.95,Pav
15 Lac,22.867225,43.312417,4.95,Lac
Kappa Psc,23.448876,1.255608,4.95,Psc
19 Psc,23.773199,3.486811,4.95,Psc
Tau And,1.676337,40.577049,4.96,And
HIP 7918,1.696383,42.613369,4.96,And
Omega For,2.564085,-28.232343,4.96,For
32 Per,3.357381,43.329651,4.96,Per
75 Tau,4.473992,16.359672,4.96,Tau
109 Tau,5.321278,22.096494,4.96,Tau
Xi Aur,5.914107,55.706947,4.96,Aur
89 Vir,13.831191,-18.134168,4.96,Vir
HIP 78180,15.963196,54.749762,4.96,Dra
HIP 78650,16.05573,-25.86524,4.96,Sco
98 Her,18.100528,22.218879,4.96,Her
1 Sgr,18.19537,-23.701235,4.96,Sgr
104 Her,18.198377,31.40535,4.96,Her
4 Cas,23.413959,62.282806,4.96,Cas
Nu Phe,1.253043,-45.531664,4.97,Phe
Omega Cas,1.933337,68.685242,4.97,Cas
40 Per,3.706291,33.965026,4.97,Per
Iota Ret,4.021697,-61.078822,4.97,Ret
Phi Tau,4.339227,27.350754,4.97,Tau
Xi Col,5.924975,-37.120668,4.97,Col
Phi Gem,7.891616,26.765783,4.97,Gem
HIP 50847,10.382824,-66.901498,4.97,Car
16 Vir,12.339161,3.312574,4.97,Vir
70 Vir,13.473837,13.778787,4.97,Vir
52 Hya,14.469564,-29.491638,4.97,Hya
42 Lib,15.67136,-23.818078,4.97,Lib
Gamma-1 Nor,16.283593,-50.068122,4.97,Nor
HIP 83430,17.052186,14.091947,4.97,Her
72 Peg,23.565884,31.325277,4.97,Peg
Omega-1 Aqr,23.663074,-14.222178,4.97,Aqr
Psi And,23.767234,46.420276,4.97,And
HIP 7999,1.712086,-3.6902,4.98,Cet
14 Ari,2.157036,25.939892,4.98,Ari
Beta Hor,2.979939,-64.071284,4.98,Hor
9 Aur,5.111289,51.59772,4.98,Aur
Theta-1 Ori,5.587728,-5.387315,4.98,Ori
Theta-2 Ori,5.589695,-5.41606,4.98,Ori
HIP 37379,7.673114,-15.26392,4.98,Pup
6 Hya,8.667076,-12.475372,4.98,Hya
59 Leo,11.012445,6.101449,4.98,Leo
HIP 57696,11.832395,-70.22579,4.98,Mus
16 Com,12.449805,26.825699,4.98,Com
Nu-2 Boo,15.529718,40.899332,4.98,Boo
Iota CrB,16.024047,29.851061,4.98,CrB
39 Dra,18.398507,58.800736,4.98,Dra
Alya B,18.937401,4.202132,4.98,Ser
26 Aql,19.342473,-5.415766,4.98,Aql
HIP 98073,19.932051,58.845969,4.98,Cyg
3 Cet,0.075033,-10.509523,4.99,Cet
4 Per,2.038359,54.487541,4.99,Per
HIP 16147,3.467517,49.062866,4.99,Per
Delta For,3.704139,-31.938361,4.99,For
HIP 18488,3.952303,61.108883,4.99,Cam
HIP 21644,4.64821,-12.123121,4.99,Eri
23 Ori,5.380556,3.544452,4.99,Ori
Psi-7 Aur,6.846097,41.78123,4.99,Aur
HIP 32855,6.847876,-34.367318,4.99,Pup
19 Mon,7.048549,-4.239231,4.99,Mon
Epsilon CMi,7.427471,9.276097,4.99,CMi
20 Pup,8.222213,-15.788221,4.99,Pup
Omega Hya,9.099546,5.092316,4.99,Hya
HIP 45085,9.184556,-44.867902,4.99,Vel
Xi Leo,9.532428,11.299827,4.99,Leo
56 UMa,11.380442,43.482703,4.99,UMa
HIP 59856,12.27504,33.061527,4.99,Com
HIP 66821,13.695775,-54.559425,4.99,Cen
HIP 69389,14.20439,2.409433,4.99,Vir
Nu-1 Lup,15.368975,-47.927792,4.99,Lup
Eta CrB,15.38675,30.287812,4.99,CrB
HIP 78323,15.991743,-41.744436,4.99,Lup
36 Dra,18.231545,64.397287,4.99,Dra
2 Cyg,19.402105,29.621338,4.99,Cyg
HIP 98842,20.072108,-32.056296,4.99,Sgr
Upsilon PsA,22.140537,-34.043841,4.99,PsA
HIP 113288,22.940555,49.733544,4.99,Lac
Psi-3 Aqr,23.316021,-9.61075,4.99,Aqr
HIP 19018,4.074212,59.155507,5.0,Cam
111 Tau,5.407071,17.383534,5.0,Tau
Elkurud,6.125453,-37.25292,5.0,Col
HIP 29735,6.262468,-13.718414,5.0,CMa
Mu CMa,6.935179,-14.04343,5.0,CMa
HIP 35384,7.308883,49.464756,5.0,Lyn
10 Leo,9.620185,6.835802,5.0,Leo
HIP 55588,11.386857,-36.164769,5.0,Cen
HIP 57175,11.725332,-62.489396,5.0,Cen
Theta UMi,15.523619,77.349352,5.0,UMi
Marsic,16.134591,17.04698,5.0,Her
HIP 88060,17.9848,-30.253025,5.0,Sgr
HIP 88788,18.12465,43.461891,5.0,Her
Nu-2 Sgr,18.918649,-22.671328,5.0,Sgr
16 Lyr,19.023991,46.934812,5.0,Lyr
54 Dra,19.231987,57.705102,5.0,Dra
9 Vul,19.57636,19.773403,5.0,Vul
17 Cyg,19.773777,33.727598,5.0,Cyg
Eta Tuc,23.959727,-64.298231,5.0,Tuc
HYG 118562,8.74494,-54.708074,5.0,Vel
Xi Sco,16.072774,-11.374611,5.0,Sco
Gamma CrA,19.106847,-37.06474,5.0,CrA
